locusId	sysName	desc	comb	set1IT002	set1IT003	set1IT004
EKN05_018175	EKN05_018175	redox-sensitive transcriptional activator SoxR	EKN05_018175 redox-sensitive transcriptional activator SoxR	968	743	401
EKN05_018180	EKN05_018180	NCS2 family permease	EKN05_018180 NCS2 family permease	78	107	510
EKN05_018185	EKN05_018185	Na+/H+ antiporter	EKN05_018185 Na+/H+ antiporter	2243	1939	1714
EKN05_018195	EKN05_018195	cation/acetate symporter ActP	EKN05_018195 cation/acetate symporter ActP	1392	795	774
EKN05_018200	EKN05_018200	DUF485 domain-containing protein	EKN05_018200 DUF485 domain-containing protein	2	6	177
EKN05_018205	EKN05_018205	acetate--CoA ligase	EKN05_018205 acetate--CoA ligase	3582	1777	1099
EKN05_018210	EKN05_018210	ammonia-forming nitrite reductase cytochrome c552 subunit	EKN05_018210 ammonia-forming nitrite reductase cytochrome c552 subunit	714	491	629
EKN05_018215	EKN05_018215	cytochrome c nitrite reductase pentaheme subunit	EKN05_018215 cytochrome c nitrite reductase pentaheme subunit	5646	4756	1808
EKN05_018230	EKN05_018230	heme lyase CcmF/NrfE family subunit	EKN05_018230 heme lyase CcmF/NrfE family subunit	3954	2855	1293
EKN05_018235	EKN05_018235	heme lyase NrfEFG subunit NrfF	EKN05_018235 heme lyase NrfEFG subunit NrfF	2816	2774	1338
EKN05_018240	EKN05_018240	heme lyase NrfEFG subunit NrfG	EKN05_018240 heme lyase NrfEFG subunit NrfG	1333	2230	1765
EKN05_018245	EKN05_018245	glutamate/aspartate:proton symporter GltP	EKN05_018245 glutamate/aspartate:proton symporter GltP	1645	1156	1905
EKN05_018255	EKN05_018255	formate dehydrogenase subunit alpha	EKN05_018255 formate dehydrogenase subunit alpha	566	761	299
EKN05_018260	EKN05_018260	multidrug efflux transporter outer membrane subunit MdtP	EKN05_018260 multidrug efflux transporter outer membrane subunit MdtP	1676	961	1866
EKN05_018265	EKN05_018265	multidrug efflux transporter permease subunit MdtO	EKN05_018265 multidrug efflux transporter permease subunit MdtO	1694	1631	1075
EKN05_018270	EKN05_018270	multidrug efflux transporter periplasmic adaptor subunit MdtN	EKN05_018270 multidrug efflux transporter periplasmic adaptor subunit MdtN	2915	1635	703
EKN05_018280	EKN05_018280	membrane channel protein of phosphonate transporter	EKN05_018280 membrane channel protein of phosphonate transporter	609	194	280
EKN05_018285	EKN05_018285	phosphonate ABC transporter substrate-binding protein	EKN05_018285 phosphonate ABC transporter substrate-binding protein	7013	3002	1793
EKN05_018290	EKN05_018290	phosphonate ABC transporter ATP-binding protein	EKN05_018290 phosphonate ABC transporter ATP-binding protein	3	156	0
EKN05_018295	EKN05_018295	VOC family metalloprotein YjdN	EKN05_018295 VOC family metalloprotein YjdN	13381	10997	5693
EKN05_018300	EKN05_018300	phnA family protein	EKN05_018300 phnA family protein	4	112	18
EKN05_018305	EKN05_018305	clamp-binding protein CrfC	EKN05_018305 clamp-binding protein CrfC	1195	687	1148
EKN05_018310	EKN05_018310	hypothetical protein	EKN05_018310 hypothetical protein	741	449	113
EKN05_018355	EKN05_018355	transcriptional regulator MelR	EKN05_018355 transcriptional regulator MelR	2271	1461	649
EKN05_018360	EKN05_018360	alpha-galactosidase	EKN05_018360 alpha-galactosidase	4773	3986	2720
EKN05_018365	EKN05_018365	melibiose:sodium transporter MelB	EKN05_018365 melibiose:sodium transporter MelB	51081	35664	16745
EKN05_018375	EKN05_018375	DUF2238 domain-containing protein	EKN05_018375 DUF2238 domain-containing protein	2301	1272	1061
EKN05_018380	EKN05_018380	class I fumarate hydratase	EKN05_018380 class I fumarate hydratase	554	780	835
EKN05_018385	EKN05_018385	anaerobic C4-dicarboxylate transporter	EKN05_018385 anaerobic C4-dicarboxylate transporter	858	540	523
EKN05_018390	EKN05_018390	two-component system response regulator DcuR	EKN05_018390 two-component system response regulator DcuR	5772	3893	2748
EKN05_018395	EKN05_018395	two-component system sensor histidine kinase DcuS	EKN05_018395 two-component system sensor histidine kinase DcuS	3030	3867	2746
EKN05_018400	EKN05_018400	hypothetical protein	EKN05_018400 hypothetical protein	471	326	111
EKN05_018410	EKN05_018410	DUF3811 domain-containing protein	EKN05_018410 DUF3811 domain-containing protein	965	1099	503
EKN05_018420	EKN05_018420	hypothetical protein	EKN05_018420 hypothetical protein	287	44	290
EKN05_018425	EKN05_018425	sugar-binding transcriptional regulator	EKN05_018425 sugar-binding transcriptional regulator	1293	1066	868
EKN05_018430	EKN05_018430	SDR family oxidoreductase	EKN05_018430 SDR family oxidoreductase	336	154	146
EKN05_018440	EKN05_018440	PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB	EKN05_018440 PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB	329	248	167
EKN05_018445	EKN05_018445	PTS mannose/fructose/sorbose transporter subunit IIC	EKN05_018445 PTS mannose/fructose/sorbose transporter subunit IIC	841	416	309
EKN05_018450	EKN05_018450	PTS mannose transporter subunit IID	EKN05_018450 PTS mannose transporter subunit IID	1910	1867	899
EKN05_018455	EKN05_018455	L-sorbose 1-phosphate reductase	EKN05_018455 L-sorbose 1-phosphate reductase	3042	3017	968
EKN05_018460	EKN05_018460	dipeptidase PepE	EKN05_018460 dipeptidase PepE	837	689	1030
EKN05_018465	EKN05_018465	Na/Pi cotransporter family protein	EKN05_018465 Na/Pi cotransporter family protein	286	244	16
EKN05_018470	EKN05_018470	methionine synthase	EKN05_018470 methionine synthase	5267	4387	2959
EKN05_018475	EKN05_018475	glyoxylate bypass operon transcriptional repressor IclR	EKN05_018475 glyoxylate bypass operon transcriptional repressor IclR	374	533	196
EKN05_018485	EKN05_018485	bifunctional isocitrate dehydrogenase kinase/phosphatase	EKN05_018485 bifunctional isocitrate dehydrogenase kinase/phosphatase	2360	1689	895
EKN05_018490	EKN05_018490	isocitrate lyase	EKN05_018490 isocitrate lyase	279	191	173
EKN05_018495	EKN05_018495	malate synthase A	EKN05_018495 malate synthase A	12348	10925	6170
EKN05_018500	EKN05_018500	homoserine O-succinyltransferase	EKN05_018500 homoserine O-succinyltransferase	663	394	826
EKN05_018505	EKN05_018505	acetyltransferase	EKN05_018505 acetyltransferase	591	308	145
EKN05_018540	EKN05_018540	sigma-54-dependent response regulator transcription factor ZraR	EKN05_018540 sigma-54-dependent response regulator transcription factor ZraR	1836	1314	1115
EKN05_018545	EKN05_018545	two-component system sensor histidine kinase ZraS	EKN05_018545 two-component system sensor histidine kinase ZraS	1364	1080	1614
EKN05_018725	EKN05_018725	TonB-dependent vitamin B12 receptor BtuB	EKN05_018725 TonB-dependent vitamin B12 receptor BtuB	2291	1425	1270
EKN05_018730	EKN05_018730	tRNA (uridine(54)-C5)-methyltransferase TrmA	EKN05_018730 tRNA (uridine(54)-C5)-methyltransferase TrmA	1803	1250	1349
EKN05_018745	EKN05_018745	Si-specific NAD(P)(+) transhydrogenase	EKN05_018745 Si-specific NAD(P)(+) transhydrogenase	420	208	121
EKN05_018750	EKN05_018750	DNA-binding transcriptional regulator OxyR	EKN05_018750 DNA-binding transcriptional regulator OxyR	1133	678	539
EKN05_018755	EKN05_018755	MFS transporter	EKN05_018755 MFS transporter	494	881	1132
EKN05_018770	EKN05_018770	D-galactonate dehydratase family protein	EKN05_018770 D-galactonate dehydratase family protein	3699	5054	2326
EKN05_018780	EKN05_018780	argininosuccinate lyase	EKN05_018780 argininosuccinate lyase	1679	2345	1045
EKN05_018785	EKN05_018785	acetylglutamate kinase	EKN05_018785 acetylglutamate kinase	104	293	386
EKN05_018790	EKN05_018790	N-acetyl-gamma-glutamyl-phosphate reductase	EKN05_018790 N-acetyl-gamma-glutamyl-phosphate reductase	7413	5680	4312
EKN05_018845	EKN05_018845	fructose-6-phosphate aldolase	EKN05_018845 fructose-6-phosphate aldolase	155	398	195
EKN05_018850	EKN05_018850	bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	EKN05_018850 bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	2175	1871	1728
EKN05_018855	EKN05_018855	DUF1287 domain-containing protein	EKN05_018855 DUF1287 domain-containing protein	2033	1357	1752
EKN05_018860	EKN05_018860	cystine transporter YijE	EKN05_018860 cystine transporter YijE	6035	5585	2279
EKN05_018865	EKN05_018865	catalase/peroxidase HPI	EKN05_018865 catalase/peroxidase HPI	4198	4622	3204
EKN05_018870	EKN05_018870	methylenetetrahydrofolate reductase	EKN05_018870 methylenetetrahydrofolate reductase	128	259	107
EKN05_018880	EKN05_018880	cystathionine gamma-synthase	EKN05_018880 cystathionine gamma-synthase	163	460	63
EKN05_018890	EKN05_018890	YiiX family permuted papain-like enzyme	EKN05_018890 YiiX family permuted papain-like enzyme	185	214	301
EKN05_018905	EKN05_018905	DNA-binding transcriptional regulator CytR	EKN05_018905 DNA-binding transcriptional regulator CytR	1055	440	455
EKN05_018920	EKN05_018920	HslU--HslV peptidase ATPase subunit	EKN05_018920 HslU--HslV peptidase ATPase subunit	1	209	294
EKN05_018925	EKN05_018925	1,4-dihydroxy-2-naphthoate polyprenyltransferase	EKN05_018925 1,4-dihydroxy-2-naphthoate polyprenyltransferase	24	308	2
EKN05_018930	EKN05_018930	ribonuclease E activity regulator RraA	EKN05_018930 ribonuclease E activity regulator RraA	46	67	140
EKN05_018935	EKN05_018935	septal ring assembly protein ZapB	EKN05_018935 septal ring assembly protein ZapB	67	131	45
EKN05_018940	EKN05_018940	glycerol uptake facilitator protein GlpF	EKN05_018940 glycerol uptake facilitator protein GlpF	955	1119	713
EKN05_018945	EKN05_018945	glycerol kinase	EKN05_018945 glycerol kinase	9114	7696	3221
EKN05_018950	EKN05_018950	class II fructose-bisphosphatase	EKN05_018950 class II fructose-bisphosphatase	1009	1134	808
EKN05_018955	EKN05_018955	ferredoxin--NADP(+) reductase	EKN05_018955 ferredoxin--NADP(+) reductase	13976	12824	5776
EKN05_018960	EKN05_018960	universal stress protein UspD	EKN05_018960 universal stress protein UspD	341	1054	494
EKN05_018965	EKN05_018965	DUF406 domain-containing protein	EKN05_018965 DUF406 domain-containing protein	674	599	300
EKN05_018975	EKN05_018975	cytochrome c peroxidase	EKN05_018975 cytochrome c peroxidase	3276	2958	2713
EKN05_018990	EKN05_018990	acid resistance transcriptional activator GadW	EKN05_018990 acid resistance transcriptional activator GadW	377	515	524
EKN05_018995	EKN05_018995	efflux RND transporter permease subunit	EKN05_018995 efflux RND transporter permease subunit	17578	13629	6259
EKN05_019005	EKN05_019005	hypothetical protein	EKN05_019005 hypothetical protein	1345	1289	1472
EKN05_019025	EKN05_019025	hypothetical protein	EKN05_019025 hypothetical protein	505	250	179
EKN05_019030	EKN05_019030	acyltransferase	EKN05_019030 acyltransferase	679	692	285
EKN05_019035	EKN05_019035	YiaB family inner membrane protein	EKN05_019035 YiaB family inner membrane protein	1449	1326	1159
EKN05_019040	EKN05_019040	hypothetical protein	EKN05_019040 hypothetical protein	989	708	159
EKN05_019045	EKN05_019045	xylulokinase	EKN05_019045 xylulokinase	2057	2921	1439
EKN05_019055	EKN05_019055	D-xylose ABC transporter substrate-binding protein	EKN05_019055 D-xylose ABC transporter substrate-binding protein	1195	1140	738
EKN05_019060	EKN05_019060	D-xylose ABC transporter ATP-binding protein	EKN05_019060 D-xylose ABC transporter ATP-binding protein	1656	1344	1138
EKN05_019065	EKN05_019065	xylose ABC transporter permease XylH	EKN05_019065 xylose ABC transporter permease XylH	5893	5982	1574
EKN05_019070	EKN05_019070	xylose operon transcription regulator XylR	EKN05_019070 xylose operon transcription regulator XylR	147	196	166
EKN05_019080	EKN05_019080	alpha-amylase	EKN05_019080 alpha-amylase	10681	9997	4198
EKN05_019085	EKN05_019085	valine--pyruvate transaminase	EKN05_019085 valine--pyruvate transaminase	725	464	205
EKN05_019095	EKN05_019095	IclR family transcriptional regulator YiaJ	EKN05_019095 IclR family transcriptional regulator YiaJ	8329	5826	2935
EKN05_019100	EKN05_019100	3-dehydro-L-gulonate 2-dehydrogenase	EKN05_019100 3-dehydro-L-gulonate 2-dehydrogenase	605	158	277
EKN05_019115	EKN05_019115	TRAP transporter small permease subunit	EKN05_019115 TRAP transporter small permease subunit	3730	3347	1643
EKN05_019120	EKN05_019120	2,3-diketo-L-gulonate transporter large permease YiaN	EKN05_019120 2,3-diketo-L-gulonate transporter large permease YiaN	1857	1442	1169
EKN05_019130	EKN05_019130	L-xylulokinase	EKN05_019130 L-xylulokinase	500	185	388
EKN05_019135	EKN05_019135	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	EKN05_019135 3-keto-L-gulonate-6-phosphate decarboxylase UlaD	220	190	11
EKN05_019140	EKN05_019140	L-ribulose-5-phosphate 3-epimerase	EKN05_019140 L-ribulose-5-phosphate 3-epimerase	844	368	128
EKN05_019145	EKN05_019145	L-ribulose-5-phosphate 4-epimerase	EKN05_019145 L-ribulose-5-phosphate 4-epimerase	5269	3653	2215
EKN05_019150	EKN05_019150	AraC family transcriptional regulator	EKN05_019150 AraC family transcriptional regulator	530	472	204
EKN05_019155	EKN05_019155	MFS transporter	EKN05_019155 MFS transporter	2095	2748	874
EKN05_019160	EKN05_019160	glycoside hydrolase family 127 protein	EKN05_019160 glycoside hydrolase family 127 protein	8066	6092	3573
EKN05_019165	EKN05_019165	MipA/OmpV family protein	EKN05_019165 MipA/OmpV family protein	692	692	408
EKN05_019170	EKN05_019170	LysR family transcriptional regulator	EKN05_019170 LysR family transcriptional regulator	1013	979	2048
EKN05_019180	EKN05_019180	LysR family transcriptional regulator	EKN05_019180 LysR family transcriptional regulator	500	493	543
EKN05_019185	EKN05_019185	HlyD family secretion protein	EKN05_019185 HlyD family secretion protein	1265	512	548
EKN05_019190	EKN05_019190	DUF3302 domain-containing protein	EKN05_019190 DUF3302 domain-containing protein	1	133	184
EKN05_019280	EKN05_019280	L-lactate permease	EKN05_019280 L-lactate permease	148	417	91
EKN05_019290	EKN05_019290	quinone-dependent L-lactate dehydrogenase	EKN05_019290 quinone-dependent L-lactate dehydrogenase	127	466	509
EKN05_019315	EKN05_019315	glutaredoxin 3	EKN05_019315 glutaredoxin 3	142	295	76
EKN05_019330	EKN05_019330	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	EKN05_019330 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	1446	1597	708
EKN05_019340	EKN05_019340	divergent polysaccharide deacetylase family protein	EKN05_019340 divergent polysaccharide deacetylase family protein	1032	855	909
EKN05_019345	EKN05_019345	hypothetical protein	EKN05_019345 hypothetical protein	424	159	56
EKN05_019355	EKN05_019355	glycosyltransferase	EKN05_019355 glycosyltransferase	253	116	35
EKN05_019360	EKN05_019360	L-threonine 3-dehydrogenase	EKN05_019360 L-threonine 3-dehydrogenase	228	408	388
EKN05_019425	EKN05_019425	lipopolysaccharide core heptosyltransferase RfaQ	EKN05_019425 lipopolysaccharide core heptosyltransferase RfaQ	204	129	91
EKN05_019445	EKN05_019445	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	EKN05_019445 bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	2023	2054	2144
EKN05_019460	EKN05_019460	JAB domain-containing protein	EKN05_019460 JAB domain-containing protein	1399	1786	981
EKN05_019475	EKN05_019475	nucleoid occlusion factor SlmA	EKN05_019475 nucleoid occlusion factor SlmA	68	118	98
EKN05_019480	EKN05_019480	orotate phosphoribosyltransferase	EKN05_019480 orotate phosphoribosyltransferase	499	103	552
EKN05_019490	EKN05_019490	YicC family protein	EKN05_019490 YicC family protein	7471	3592	1421
EKN05_019500	EKN05_019500	DNA damage-inducible protein D	EKN05_019500 DNA damage-inducible protein D	2020	1018	1253
EKN05_019505	EKN05_019505	trimeric intracellular cation channel family protein	EKN05_019505 trimeric intracellular cation channel family protein	7826	4180	3126
EKN05_019510	EKN05_019510	NAD-dependent DNA ligase LigB	EKN05_019510 NAD-dependent DNA ligase LigB	6150	5841	3555
EKN05_019615	EKN05_019615	hypothetical protein	EKN05_019615 hypothetical protein	653	705	698
EKN05_019620	EKN05_019620	hypothetical protein	EKN05_019620 hypothetical protein	240	345	81
EKN05_019640	EKN05_019640	hypothetical protein	EKN05_019640 hypothetical protein	48	74	1
EKN05_019650	EKN05_019650	IucA/IucC family siderophore biosynthesis protein	EKN05_019650 IucA/IucC family siderophore biosynthesis protein	1087	1014	600
EKN05_019655	EKN05_019655	N-acetyltransferase	EKN05_019655 N-acetyltransferase	356	525	163
EKN05_019660	EKN05_019660	IucA/IucC family siderophore biosynthesis protein	EKN05_019660 IucA/IucC family siderophore biosynthesis protein	544	589	456
EKN05_019665	EKN05_019665	lysine 6-monooxygenase	EKN05_019665 lysine 6-monooxygenase	6844	6202	3954
EKN05_019670	EKN05_019670	TonB-dependent receptor	EKN05_019670 TonB-dependent receptor	736	97	490
EKN05_019675	EKN05_019675	hypothetical protein	EKN05_019675 hypothetical protein	2020	1138	2071
EKN05_019695	EKN05_019695	DUF1198 domain-containing protein	EKN05_019695 DUF1198 domain-containing protein	909	856	621
EKN05_019700	EKN05_019700	NCS2 family permease	EKN05_019700 NCS2 family permease	232	254	161
EKN05_019705	EKN05_019705	adenine deaminase	EKN05_019705 adenine deaminase	350	3	75
EKN05_019710	EKN05_019710	hexose-6-phosphate:phosphate antiporter	EKN05_019710 hexose-6-phosphate:phosphate antiporter	6048	5559	2770
EKN05_019715	EKN05_019715	MFS transporter family glucose-6-phosphate receptor UhpC	EKN05_019715 MFS transporter family glucose-6-phosphate receptor UhpC	1073	663	197
EKN05_019720	EKN05_019720	signal transduction histidine-protein kinase/phosphatase UhpB	EKN05_019720 signal transduction histidine-protein kinase/phosphatase UhpB	279	748	440
EKN05_019725	EKN05_019725	transcriptional regulator UhpA	EKN05_019725 transcriptional regulator UhpA	249	80	170
EKN05_019730	EKN05_019730	acetolactate synthase 1 small subunit	EKN05_019730 acetolactate synthase 1 small subunit	296	260	86
EKN05_019750	EKN05_019750	multidrug efflux MFS transporter EmrD	EKN05_019750 multidrug efflux MFS transporter EmrD	1779	1116	630
EKN05_019760	EKN05_019760	DUF202 domain-containing protein	EKN05_019760 DUF202 domain-containing protein	501	340	66
EKN05_019765	EKN05_019765	DUF202 domain-containing protein	EKN05_019765 DUF202 domain-containing protein	844	837	687
EKN05_019770	EKN05_019770	hypothetical protein	EKN05_019770 hypothetical protein	413	261	429
EKN05_019775	EKN05_019775	DUF4976 domain-containing protein	EKN05_019775 DUF4976 domain-containing protein	8219	6022	2587
EKN05_019780	EKN05_019780	solute:sodium symporter family transporter	EKN05_019780 solute:sodium symporter family transporter	3870	3017	1406
EKN05_019785	EKN05_019785	AraC family transcriptional regulator	EKN05_019785 AraC family transcriptional regulator	4718	2114	736
EKN05_019790	EKN05_019790	inactive 6-phospho-alpha-glucosidase	EKN05_019790 inactive 6-phospho-alpha-glucosidase	2219	1127	372
EKN05_019795	EKN05_019795	PTS sugar transporter subunit IIB	EKN05_019795 PTS sugar transporter subunit IIB	6187	3883	2597
EKN05_019800	EKN05_019800	GntR family transcriptional regulator	EKN05_019800 GntR family transcriptional regulator	652	626	532
EKN05_019805	EKN05_019805	putative transporter	EKN05_019805 putative transporter	1390	1323	931
EKN05_019815	EKN05_019815	heat shock chaperone IbpA	EKN05_019815 heat shock chaperone IbpA	159	125	29
EKN05_019820	EKN05_019820	YceK/YidQ family lipoprotein	EKN05_019820 YceK/YidQ family lipoprotein	299	550	188
EKN05_019825	EKN05_019825	DUF3748 domain-containing protein	EKN05_019825 DUF3748 domain-containing protein	15042	11000	5242
EKN05_019830	EKN05_019830	colicin M resistance protein	EKN05_019830 colicin M resistance protein	2906	3509	1560
EKN05_019835	EKN05_019835	MFS transporter	EKN05_019835 MFS transporter	3936	2551	3689
EKN05_019840	EKN05_019840	galactonate dehydratase	EKN05_019840 galactonate dehydratase	2	0	0
EKN05_019850	EKN05_019850	2-dehydro-3-deoxygalactonokinase	EKN05_019850 2-dehydro-3-deoxygalactonokinase	6467	6097	3383
EKN05_019855	EKN05_019855	FadR family transcriptional regulator	EKN05_019855 FadR family transcriptional regulator	943	972	748
EKN05_019865	EKN05_019865	sugar-phosphatase	EKN05_019865 sugar-phosphatase	1423	823	792
EKN05_019880	EKN05_019880	DNA replication/repair protein RecF	EKN05_019880 DNA replication/repair protein RecF	2126	1213	899
EKN05_019895	EKN05_019895	hypothetical protein	EKN05_019895 hypothetical protein	517	291	129
EKN05_019920	EKN05_019920	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	EKN05_019920 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	1534	1844	616
EKN05_019925	EKN05_019925	tryptophanase leader peptide	EKN05_019925 tryptophanase leader peptide	1138	1320	593
EKN05_019930	EKN05_019930	tryptophanase	EKN05_019930 tryptophanase	7093	5571	1756
EKN05_019935	EKN05_019935	low affinity tryptophan permease TnaB	EKN05_019935 low affinity tryptophan permease TnaB	2160	1958	1460
EKN05_019940	EKN05_019940	multidrug efflux MFS transporter MdtL	EKN05_019940 multidrug efflux MFS transporter MdtL	518	182	252
EKN05_019945	EKN05_019945	HTH-type transcriptional regulator YidZ	EKN05_019945 HTH-type transcriptional regulator YidZ	120	187	23
EKN05_019955	EKN05_019955	transcriptional regulator	EKN05_019955 transcriptional regulator	2656	2993	995
EKN05_019960	EKN05_019960	hypothetical protein	EKN05_019960 hypothetical protein	380	279	239
EKN05_019965	EKN05_019965	NAD(P)H-dependent chromate oxidoreductase YieF	EKN05_019965 NAD(P)H-dependent chromate oxidoreductase YieF	733	807	110
EKN05_019970	EKN05_019970	NCS2 family permease	EKN05_019970 NCS2 family permease	2691	2962	1988
EKN05_019975	EKN05_019975	6-phosphogluconate phosphatase	EKN05_019975 6-phosphogluconate phosphatase	468	653	413
EKN05_019980	EKN05_019980	protein CbrB	EKN05_019980 protein CbrB	5532	5468	2011
EKN05_020000	EKN05_020000	hypothetical protein	EKN05_020000 hypothetical protein	44	202	53
EKN05_020020	EKN05_020020	glycoside hydrolase family 1 protein	EKN05_020020 glycoside hydrolase family 1 protein	9507	9652	5024
EKN05_020025	EKN05_020025	PTS beta-glucoside transporter subunit IIABC	EKN05_020025 PTS beta-glucoside transporter subunit IIABC	2675	1904	1561
EKN05_020030	EKN05_020030	transcriptional antiterminator BglG	EKN05_020030 transcriptional antiterminator BglG	3515	2375	1600
EKN05_020035	EKN05_020035	phosphate signaling complex protein PhoU	EKN05_020035 phosphate signaling complex protein PhoU	888	791	343
EKN05_020040	EKN05_020040	phosphate ABC transporter ATP-binding protein PstB	EKN05_020040 phosphate ABC transporter ATP-binding protein PstB	5942	4351	3013
EKN05_020050	EKN05_020050	phosphate ABC transporter permease PstC	EKN05_020050 phosphate ABC transporter permease PstC	2208	1918	969
EKN05_020055	EKN05_020055	phosphate ABC transporter substrate-binding protein PstS	EKN05_020055 phosphate ABC transporter substrate-binding protein PstS	1283	1225	968
EKN05_020065	EKN05_020065	fimbrial biogenesis outer membrane usher protein	EKN05_020065 fimbrial biogenesis outer membrane usher protein	1514	2249	1704
EKN05_020075	EKN05_020075	fimbrial chaperone	EKN05_020075 fimbrial chaperone	187	166	38
EKN05_020090	EKN05_020090	ATPase RavA	EKN05_020090 ATPase RavA	1746	1331	583
EKN05_020095	EKN05_020095	ATPase RavA stimulator ViaA	EKN05_020095 ATPase RavA stimulator ViaA	1865	2426	1909
EKN05_020100	EKN05_020100	aspartate--ammonia ligase	EKN05_020100 aspartate--ammonia ligase	1	112	83
EKN05_020105	EKN05_020105	transcriptional regulator AsnC	EKN05_020105 transcriptional regulator AsnC	725	480	832
EKN05_020110	EKN05_020110	FMN-binding protein MioC	EKN05_020110 FMN-binding protein MioC	221	202	63
EKN05_020115	EKN05_020115	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	EKN05_020115 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	3779	2293	1260
EKN05_020120	EKN05_020120	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	EKN05_020120 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	1471	1053	1150
EKN05_020205	EKN05_020205	ribose ABC transporter ATP-binding protein RbsA	EKN05_020205 ribose ABC transporter ATP-binding protein RbsA	2408	2352	1919
EKN05_020210	EKN05_020210	ribose ABC transporter permease	EKN05_020210 ribose ABC transporter permease	309	407	86
EKN05_020215	EKN05_020215	ribose ABC transporter substrate-binding protein RbsB	EKN05_020215 ribose ABC transporter substrate-binding protein RbsB	106	66	134
EKN05_020220	EKN05_020220	ribokinase	EKN05_020220 ribokinase	1168	1153	305
EKN05_020225	EKN05_020225	transcriptional regulator RbsR	EKN05_020225 transcriptional regulator RbsR	88	56	84
EKN05_020230	EKN05_020230	DHA2 family efflux MFS transporter permease subunit	EKN05_020230 DHA2 family efflux MFS transporter permease subunit	888	716	1789
EKN05_020235	EKN05_020235	FadR family transcriptional regulator	EKN05_020235 FadR family transcriptional regulator	399	556	187
EKN05_020275	EKN05_020275	macrodomain Ori organization protein MaoP	EKN05_020275 macrodomain Ori organization protein MaoP	1039	822	146
EKN05_020280	EKN05_020280	ATP-dependent protease	EKN05_020280 ATP-dependent protease	990	837	1713
EKN05_020305	EKN05_020305	branched-chain-amino-acid transaminase	EKN05_020305 branched-chain-amino-acid transaminase	284	343	141
EKN05_020310	EKN05_020310	dihydroxy-acid dehydratase	EKN05_020310 dihydroxy-acid dehydratase	464	679	610
EKN05_020315	EKN05_020315	threonine ammonia-lyase, biosynthetic	EKN05_020315 threonine ammonia-lyase, biosynthetic	1070	720	1669
EKN05_020320	EKN05_020320	HTH-type transcriptional activator IlvY	EKN05_020320 HTH-type transcriptional activator IlvY	405	510	67
EKN05_020325	EKN05_020325	ketol-acid reductoisomerase	EKN05_020325 ketol-acid reductoisomerase	618	458	318
EKN05_020340	EKN05_020340	guanosine-5'-triphosphate,3'-diphosphate diphosphatase	EKN05_020340 guanosine-5'-triphosphate,3'-diphosphate diphosphatase	193	330	138
EKN05_020370	EKN05_020370	ECA polysaccharide chain length modulation protein	EKN05_020370 ECA polysaccharide chain length modulation protein	5059	5299	2159
EKN05_020375	EKN05_020375	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	EKN05_020375 UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	2359	2987	2135
EKN05_020380	EKN05_020380	UDP-N-acetyl-D-mannosamine dehydrogenase	EKN05_020380 UDP-N-acetyl-D-mannosamine dehydrogenase	6938	5938	3603
EKN05_020385	EKN05_020385	dTDP-glucose 4,6-dehydratase	EKN05_020385 dTDP-glucose 4,6-dehydratase	669	750	153
EKN05_020395	EKN05_020395	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	EKN05_020395 dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	3	47	106
EKN05_020400	EKN05_020400	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	EKN05_020400 dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	1145	695	238
EKN05_020425	EKN05_020425	amino acid permease	EKN05_020425 amino acid permease	1106	729	556
EKN05_020460	EKN05_020460	protoheme IX biogenesis protein HemY	EKN05_020460 protoheme IX biogenesis protein HemY	721	530	407
EKN05_020465	EKN05_020465	uroporphyrinogen-III C-methyltransferase	EKN05_020465 uroporphyrinogen-III C-methyltransferase	241	247	65
EKN05_020480	EKN05_020480	class I adenylate cyclase	EKN05_020480 class I adenylate cyclase	2140	1177	1111
EKN05_020495	EKN05_020495	hypothetical protein	EKN05_020495 hypothetical protein	2889	3682	1690
EKN05_020500	EKN05_020500	hypothetical protein	EKN05_020500 hypothetical protein	454	427	163
