locusId	sysName	desc	comb
EKN05_019345	EKN05_019345	hypothetical protein	EKN05_019345 hypothetical protein
EKN05_019355	EKN05_019355	glycosyltransferase	EKN05_019355 glycosyltransferase
EKN05_019360	EKN05_019360	L-threonine 3-dehydrogenase	EKN05_019360 L-threonine 3-dehydrogenase
EKN05_019425	EKN05_019425	lipopolysaccharide core heptosyltransferase RfaQ	EKN05_019425 lipopolysaccharide core heptosyltransferase RfaQ
EKN05_019445	EKN05_019445	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	EKN05_019445 bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
EKN05_019460	EKN05_019460	JAB domain-containing protein	EKN05_019460 JAB domain-containing protein
EKN05_019475	EKN05_019475	nucleoid occlusion factor SlmA	EKN05_019475 nucleoid occlusion factor SlmA
EKN05_019480	EKN05_019480	orotate phosphoribosyltransferase	EKN05_019480 orotate phosphoribosyltransferase
EKN05_019490	EKN05_019490	YicC family protein	EKN05_019490 YicC family protein
EKN05_019500	EKN05_019500	DNA damage-inducible protein D	EKN05_019500 DNA damage-inducible protein D
EKN05_019505	EKN05_019505	trimeric intracellular cation channel family protein	EKN05_019505 trimeric intracellular cation channel family protein
EKN05_019510	EKN05_019510	NAD-dependent DNA ligase LigB	EKN05_019510 NAD-dependent DNA ligase LigB
EKN05_019615	EKN05_019615	hypothetical protein	EKN05_019615 hypothetical protein
EKN05_019620	EKN05_019620	hypothetical protein	EKN05_019620 hypothetical protein
EKN05_019640	EKN05_019640	hypothetical protein	EKN05_019640 hypothetical protein
EKN05_019650	EKN05_019650	IucA/IucC family siderophore biosynthesis protein	EKN05_019650 IucA/IucC family siderophore biosynthesis protein
EKN05_019655	EKN05_019655	N-acetyltransferase	EKN05_019655 N-acetyltransferase
EKN05_019660	EKN05_019660	IucA/IucC family siderophore biosynthesis protein	EKN05_019660 IucA/IucC family siderophore biosynthesis protein
EKN05_019665	EKN05_019665	lysine 6-monooxygenase	EKN05_019665 lysine 6-monooxygenase
EKN05_019670	EKN05_019670	TonB-dependent receptor	EKN05_019670 TonB-dependent receptor
EKN05_019675	EKN05_019675	hypothetical protein	EKN05_019675 hypothetical protein
EKN05_019695	EKN05_019695	DUF1198 domain-containing protein	EKN05_019695 DUF1198 domain-containing protein
EKN05_019700	EKN05_019700	NCS2 family permease	EKN05_019700 NCS2 family permease
EKN05_019705	EKN05_019705	adenine deaminase	EKN05_019705 adenine deaminase
EKN05_019710	EKN05_019710	hexose-6-phosphate:phosphate antiporter	EKN05_019710 hexose-6-phosphate:phosphate antiporter
EKN05_019715	EKN05_019715	MFS transporter family glucose-6-phosphate receptor UhpC	EKN05_019715 MFS transporter family glucose-6-phosphate receptor UhpC
EKN05_019720	EKN05_019720	signal transduction histidine-protein kinase/phosphatase UhpB	EKN05_019720 signal transduction histidine-protein kinase/phosphatase UhpB
EKN05_019725	EKN05_019725	transcriptional regulator UhpA	EKN05_019725 transcriptional regulator UhpA
EKN05_019730	EKN05_019730	acetolactate synthase 1 small subunit	EKN05_019730 acetolactate synthase 1 small subunit
EKN05_019750	EKN05_019750	multidrug efflux MFS transporter EmrD	EKN05_019750 multidrug efflux MFS transporter EmrD
EKN05_019760	EKN05_019760	DUF202 domain-containing protein	EKN05_019760 DUF202 domain-containing protein
EKN05_019765	EKN05_019765	DUF202 domain-containing protein	EKN05_019765 DUF202 domain-containing protein
EKN05_019770	EKN05_019770	hypothetical protein	EKN05_019770 hypothetical protein
EKN05_019775	EKN05_019775	DUF4976 domain-containing protein	EKN05_019775 DUF4976 domain-containing protein
EKN05_019780	EKN05_019780	solute:sodium symporter family transporter	EKN05_019780 solute:sodium symporter family transporter
EKN05_019785	EKN05_019785	AraC family transcriptional regulator	EKN05_019785 AraC family transcriptional regulator
EKN05_019790	EKN05_019790	inactive 6-phospho-alpha-glucosidase	EKN05_019790 inactive 6-phospho-alpha-glucosidase
EKN05_019795	EKN05_019795	PTS sugar transporter subunit IIB	EKN05_019795 PTS sugar transporter subunit IIB
EKN05_019800	EKN05_019800	GntR family transcriptional regulator	EKN05_019800 GntR family transcriptional regulator
EKN05_019805	EKN05_019805	putative transporter	EKN05_019805 putative transporter
EKN05_019815	EKN05_019815	heat shock chaperone IbpA	EKN05_019815 heat shock chaperone IbpA
EKN05_019820	EKN05_019820	YceK/YidQ family lipoprotein	EKN05_019820 YceK/YidQ family lipoprotein
EKN05_019825	EKN05_019825	DUF3748 domain-containing protein	EKN05_019825 DUF3748 domain-containing protein
EKN05_019830	EKN05_019830	colicin M resistance protein	EKN05_019830 colicin M resistance protein
EKN05_019835	EKN05_019835	MFS transporter	EKN05_019835 MFS transporter
EKN05_019840	EKN05_019840	galactonate dehydratase	EKN05_019840 galactonate dehydratase
EKN05_019850	EKN05_019850	2-dehydro-3-deoxygalactonokinase	EKN05_019850 2-dehydro-3-deoxygalactonokinase
EKN05_019855	EKN05_019855	FadR family transcriptional regulator	EKN05_019855 FadR family transcriptional regulator
EKN05_019865	EKN05_019865	sugar-phosphatase	EKN05_019865 sugar-phosphatase
EKN05_019880	EKN05_019880	DNA replication/repair protein RecF	EKN05_019880 DNA replication/repair protein RecF
EKN05_019895	EKN05_019895	hypothetical protein	EKN05_019895 hypothetical protein
EKN05_019920	EKN05_019920	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	EKN05_019920 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
EKN05_019925	EKN05_019925	tryptophanase leader peptide	EKN05_019925 tryptophanase leader peptide
EKN05_019930	EKN05_019930	tryptophanase	EKN05_019930 tryptophanase
EKN05_019935	EKN05_019935	low affinity tryptophan permease TnaB	EKN05_019935 low affinity tryptophan permease TnaB
EKN05_019940	EKN05_019940	multidrug efflux MFS transporter MdtL	EKN05_019940 multidrug efflux MFS transporter MdtL
EKN05_019945	EKN05_019945	HTH-type transcriptional regulator YidZ	EKN05_019945 HTH-type transcriptional regulator YidZ
EKN05_019955	EKN05_019955	transcriptional regulator	EKN05_019955 transcriptional regulator
EKN05_019960	EKN05_019960	hypothetical protein	EKN05_019960 hypothetical protein
EKN05_019965	EKN05_019965	NAD(P)H-dependent chromate oxidoreductase YieF	EKN05_019965 NAD(P)H-dependent chromate oxidoreductase YieF
EKN05_019970	EKN05_019970	NCS2 family permease	EKN05_019970 NCS2 family permease
EKN05_019975	EKN05_019975	6-phosphogluconate phosphatase	EKN05_019975 6-phosphogluconate phosphatase
EKN05_019980	EKN05_019980	protein CbrB	EKN05_019980 protein CbrB
EKN05_020000	EKN05_020000	hypothetical protein	EKN05_020000 hypothetical protein
EKN05_020020	EKN05_020020	glycoside hydrolase family 1 protein	EKN05_020020 glycoside hydrolase family 1 protein
EKN05_020025	EKN05_020025	PTS beta-glucoside transporter subunit IIABC	EKN05_020025 PTS beta-glucoside transporter subunit IIABC
EKN05_020030	EKN05_020030	transcriptional antiterminator BglG	EKN05_020030 transcriptional antiterminator BglG
EKN05_020035	EKN05_020035	phosphate signaling complex protein PhoU	EKN05_020035 phosphate signaling complex protein PhoU
EKN05_020040	EKN05_020040	phosphate ABC transporter ATP-binding protein PstB	EKN05_020040 phosphate ABC transporter ATP-binding protein PstB
EKN05_020050	EKN05_020050	phosphate ABC transporter permease PstC	EKN05_020050 phosphate ABC transporter permease PstC
EKN05_020055	EKN05_020055	phosphate ABC transporter substrate-binding protein PstS	EKN05_020055 phosphate ABC transporter substrate-binding protein PstS
EKN05_020065	EKN05_020065	fimbrial biogenesis outer membrane usher protein	EKN05_020065 fimbrial biogenesis outer membrane usher protein
EKN05_020075	EKN05_020075	fimbrial chaperone	EKN05_020075 fimbrial chaperone
EKN05_020090	EKN05_020090	ATPase RavA	EKN05_020090 ATPase RavA
EKN05_020095	EKN05_020095	ATPase RavA stimulator ViaA	EKN05_020095 ATPase RavA stimulator ViaA
EKN05_020100	EKN05_020100	aspartate--ammonia ligase	EKN05_020100 aspartate--ammonia ligase
EKN05_020105	EKN05_020105	transcriptional regulator AsnC	EKN05_020105 transcriptional regulator AsnC
EKN05_020110	EKN05_020110	FMN-binding protein MioC	EKN05_020110 FMN-binding protein MioC
EKN05_020115	EKN05_020115	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	EKN05_020115 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
EKN05_020120	EKN05_020120	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	EKN05_020120 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
EKN05_020205	EKN05_020205	ribose ABC transporter ATP-binding protein RbsA	EKN05_020205 ribose ABC transporter ATP-binding protein RbsA
EKN05_020210	EKN05_020210	ribose ABC transporter permease	EKN05_020210 ribose ABC transporter permease
EKN05_020215	EKN05_020215	ribose ABC transporter substrate-binding protein RbsB	EKN05_020215 ribose ABC transporter substrate-binding protein RbsB
EKN05_020220	EKN05_020220	ribokinase	EKN05_020220 ribokinase
EKN05_020225	EKN05_020225	transcriptional regulator RbsR	EKN05_020225 transcriptional regulator RbsR
EKN05_020230	EKN05_020230	DHA2 family efflux MFS transporter permease subunit	EKN05_020230 DHA2 family efflux MFS transporter permease subunit
EKN05_020235	EKN05_020235	FadR family transcriptional regulator	EKN05_020235 FadR family transcriptional regulator
EKN05_020275	EKN05_020275	macrodomain Ori organization protein MaoP	EKN05_020275 macrodomain Ori organization protein MaoP
EKN05_020280	EKN05_020280	ATP-dependent protease	EKN05_020280 ATP-dependent protease
EKN05_020305	EKN05_020305	branched-chain-amino-acid transaminase	EKN05_020305 branched-chain-amino-acid transaminase
EKN05_020310	EKN05_020310	dihydroxy-acid dehydratase	EKN05_020310 dihydroxy-acid dehydratase
EKN05_020315	EKN05_020315	threonine ammonia-lyase, biosynthetic	EKN05_020315 threonine ammonia-lyase, biosynthetic
EKN05_020320	EKN05_020320	HTH-type transcriptional activator IlvY	EKN05_020320 HTH-type transcriptional activator IlvY
EKN05_020325	EKN05_020325	ketol-acid reductoisomerase	EKN05_020325 ketol-acid reductoisomerase
EKN05_020340	EKN05_020340	guanosine-5'-triphosphate,3'-diphosphate diphosphatase	EKN05_020340 guanosine-5'-triphosphate,3'-diphosphate diphosphatase
EKN05_020370	EKN05_020370	ECA polysaccharide chain length modulation protein	EKN05_020370 ECA polysaccharide chain length modulation protein
EKN05_020375	EKN05_020375	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	EKN05_020375 UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
EKN05_020380	EKN05_020380	UDP-N-acetyl-D-mannosamine dehydrogenase	EKN05_020380 UDP-N-acetyl-D-mannosamine dehydrogenase
EKN05_020385	EKN05_020385	dTDP-glucose 4,6-dehydratase	EKN05_020385 dTDP-glucose 4,6-dehydratase
EKN05_020395	EKN05_020395	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	EKN05_020395 dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
EKN05_020400	EKN05_020400	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	EKN05_020400 dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
EKN05_020425	EKN05_020425	amino acid permease	EKN05_020425 amino acid permease
EKN05_020460	EKN05_020460	protoheme IX biogenesis protein HemY	EKN05_020460 protoheme IX biogenesis protein HemY
EKN05_020465	EKN05_020465	uroporphyrinogen-III C-methyltransferase	EKN05_020465 uroporphyrinogen-III C-methyltransferase
EKN05_020480	EKN05_020480	class I adenylate cyclase	EKN05_020480 class I adenylate cyclase
EKN05_020495	EKN05_020495	hypothetical protein	EKN05_020495 hypothetical protein
EKN05_020500	EKN05_020500	hypothetical protein	EKN05_020500 hypothetical protein
EKN05_020515	EKN05_020515	DUF484 domain-containing protein	EKN05_020515 DUF484 domain-containing protein
EKN05_020525	EKN05_020525	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	EKN05_020525 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
EKN05_020535	EKN05_020535	hypothetical protein	EKN05_020535 hypothetical protein
EKN05_020545	EKN05_020545	hypothetical protein	EKN05_020545 hypothetical protein
EKN05_020555	EKN05_020555	DUF2628 domain-containing protein	EKN05_020555 DUF2628 domain-containing protein
EKN05_020560	EKN05_020560	hypothetical protein	EKN05_020560 hypothetical protein
EKN05_020565	EKN05_020565	EamA family transporter RarD	EKN05_020565 EamA family transporter RarD
EKN05_020570	EKN05_020570	thioesterase family protein	EKN05_020570 thioesterase family protein
EKN05_020575	EKN05_020575	phospholipase A	EKN05_020575 phospholipase A
EKN05_020580	EKN05_020580	ATP-dependent DNA helicase RecQ	EKN05_020580 ATP-dependent DNA helicase RecQ
EKN05_020585	EKN05_020585	threonine export protein RhtC	EKN05_020585 threonine export protein RhtC
EKN05_020590	EKN05_020590	homoserine/homoserine lactone efflux protein	EKN05_020590 homoserine/homoserine lactone efflux protein
EKN05_020595	EKN05_020595	lysophospholipase L2	EKN05_020595 lysophospholipase L2
EKN05_020600	EKN05_020600	sugar/pyridoxal phosphate phosphatase YigL	EKN05_020600 sugar/pyridoxal phosphate phosphatase YigL
EKN05_020605	EKN05_020605	biotin transporter	EKN05_020605 biotin transporter
EKN05_020610	EKN05_020610	HTH-type transcriptional regulator MetR	EKN05_020610 HTH-type transcriptional regulator MetR
EKN05_020615	EKN05_020615	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	EKN05_020615 5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
EKN05_020620	EKN05_020620	dienelactone hydrolase family protein	EKN05_020620 dienelactone hydrolase family protein
EKN05_020625	EKN05_020625	uridine phosphorylase	EKN05_020625 uridine phosphorylase
EKN05_020630	EKN05_020630	DNA recombination protein RmuC	EKN05_020630 DNA recombination protein RmuC
EKN05_020640	EKN05_020640	ubiquinone biosynthesis protein UbiJ	EKN05_020640 ubiquinone biosynthesis protein UbiJ
EKN05_020655	EKN05_020655	Sec-independent protein translocase subunit TatB	EKN05_020655 Sec-independent protein translocase subunit TatB
EKN05_020665	EKN05_020665	3'-5' ssDNA/RNA exonuclease TatD	EKN05_020665 3'-5' ssDNA/RNA exonuclease TatD
EKN05_020670	EKN05_020670	transcription/translation regulatory transformer protein RfaH	EKN05_020670 transcription/translation regulatory transformer protein RfaH
EKN05_020680	EKN05_020680	NAD(P)H-flavin reductase	EKN05_020680 NAD(P)H-flavin reductase
EKN05_020685	EKN05_020685	acetyl-CoA C-acyltransferase FadA	EKN05_020685 acetyl-CoA C-acyltransferase FadA
EKN05_020690	EKN05_020690	fatty acid oxidation complex subunit alpha FadB	EKN05_020690 fatty acid oxidation complex subunit alpha FadB
EKN05_020695	EKN05_020695	Xaa-Pro dipeptidase	EKN05_020695 Xaa-Pro dipeptidase
EKN05_020755	EKN05_020755	serine/threonine protein kinase	EKN05_020755 serine/threonine protein kinase
EKN05_020765	EKN05_020765	DUF945 family protein	EKN05_020765 DUF945 family protein
EKN05_020775	EKN05_020775	DUF945 family protein	EKN05_020775 DUF945 family protein
EKN05_020780	EKN05_020780	acyltransferase	EKN05_020780 acyltransferase
EKN05_020805	EKN05_020805	oxygen-independent coproporphyrinogen III oxidase	EKN05_020805 oxygen-independent coproporphyrinogen III oxidase
EKN05_020815	EKN05_020815	nitrogen regulation protein NR(I)	EKN05_020815 nitrogen regulation protein NR(I)
EKN05_021150	EKN05_021150	MFS transporter	EKN05_021150 MFS transporter
EKN05_021155	EKN05_021155	AsmA family protein	EKN05_021155 AsmA family protein
EKN05_021160	EKN05_021160	cyclic-guanylate-specific phosphodiesterase	EKN05_021160 cyclic-guanylate-specific phosphodiesterase
EKN05_021165	EKN05_021165	sugar kinase	EKN05_021165 sugar kinase
EKN05_021175	EKN05_021175	dicarboxylate/amino acid:cation symporter	EKN05_021175 dicarboxylate/amino acid:cation symporter
EKN05_021180	EKN05_021180	biofilm formation regulator HmsP	EKN05_021180 biofilm formation regulator HmsP
EKN05_021185	EKN05_021185	cellulose biosynthesis protein BcsC	EKN05_021185 cellulose biosynthesis protein BcsC
EKN05_021190	EKN05_021190	cellulose synthase	EKN05_021190 cellulose synthase
EKN05_021200	EKN05_021200	cellulase	EKN05_021200 cellulase
EKN05_021205	EKN05_021205	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	EKN05_021205 cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB
EKN05_021210	EKN05_021210	UDP-forming cellulose synthase catalytic subunit	EKN05_021210 UDP-forming cellulose synthase catalytic subunit
EKN05_021215	EKN05_021215	cellulose biosynthesis protein BcsQ	EKN05_021215 cellulose biosynthesis protein BcsQ
EKN05_021225	EKN05_021225	hypothetical protein	EKN05_021225 hypothetical protein
EKN05_021235	EKN05_021235	cellulose biosynthesis protein BcsE	EKN05_021235 cellulose biosynthesis protein BcsE
EKN05_021245	EKN05_021245	cellulose biosynthesis protein BcsG	EKN05_021245 cellulose biosynthesis protein BcsG
EKN05_021265	EKN05_021265	integrase	EKN05_021265 integrase
EKN05_021275	EKN05_021275	transporter	EKN05_021275 transporter
EKN05_021280	EKN05_021280	dipeptide ABC transporter ATP binding subunit DppF	EKN05_021280 dipeptide ABC transporter ATP binding subunit DppF
EKN05_021285	EKN05_021285	dipeptide ABC transporter ATP-binding protein	EKN05_021285 dipeptide ABC transporter ATP-binding protein
EKN05_021290	EKN05_021290	dipeptide ABC transporter permease DppC	EKN05_021290 dipeptide ABC transporter permease DppC
EKN05_021295	EKN05_021295	dipeptide ABC transporter permease DppB	EKN05_021295 dipeptide ABC transporter permease DppB
EKN05_021305	EKN05_021305	dipeptide ABC transporter substrate-binding protein DppA	EKN05_021305 dipeptide ABC transporter substrate-binding protein DppA
EKN05_021315	EKN05_021315	kdo(2)-lipid A phosphoethanolamine 7''-transferase	EKN05_021315 kdo(2)-lipid A phosphoethanolamine 7''-transferase
EKN05_021320	EKN05_021320	MFS transporter	EKN05_021320 MFS transporter
EKN05_021325	EKN05_021325	autotransporter outer membrane beta-barrel domain-containing protein	EKN05_021325 autotransporter outer membrane beta-barrel domain-containing protein
EKN05_021330	EKN05_021330	DNA-3-methyladenine glycosylase I	EKN05_021330 DNA-3-methyladenine glycosylase I
EKN05_021335	EKN05_021335	N-acetyltransferase	EKN05_021335 N-acetyltransferase
EKN05_021340	EKN05_021340	molybdopterin guanine dinucleotide-containing S/N-oxide reductase	EKN05_021340 molybdopterin guanine dinucleotide-containing S/N-oxide reductase
EKN05_021345	EKN05_021345	OmpA family lipoprotein	EKN05_021345 OmpA family lipoprotein
EKN05_021350	EKN05_021350	glyoxylate/hydroxypyruvate reductase GhrB	EKN05_021350 glyoxylate/hydroxypyruvate reductase GhrB
EKN05_021355	EKN05_021355	DUF3053 domain-containing protein	EKN05_021355 DUF3053 domain-containing protein
EKN05_021360	EKN05_021360	HTH-type transcriptional regulator	EKN05_021360 HTH-type transcriptional regulator
EKN05_021385	EKN05_021385	efflux RND transporter periplasmic adaptor subunit	EKN05_021385 efflux RND transporter periplasmic adaptor subunit
EKN05_021390	EKN05_021390	hypothetical protein	EKN05_021390 hypothetical protein
EKN05_021395	EKN05_021395	acid resistance transcriptional activator GadE	EKN05_021395 acid resistance transcriptional activator GadE
EKN05_021415	EKN05_021415	MgtC/SapB family protein	EKN05_021415 MgtC/SapB family protein
EKN05_021420	EKN05_021420	helix-turn-helix transcriptional regulator	EKN05_021420 helix-turn-helix transcriptional regulator
EKN05_021425	EKN05_021425	outer membrane lipoprotein Slp	EKN05_021425 outer membrane lipoprotein Slp
EKN05_021430	EKN05_021430	hypothetical protein	EKN05_021430 hypothetical protein
EKN05_021435	EKN05_021435	permease	EKN05_021435 permease
EKN05_021445	EKN05_021445	ArsR family transcriptional regulator	EKN05_021445 ArsR family transcriptional regulator
EKN05_021450	EKN05_021450	arsenate reductase	EKN05_021450 arsenate reductase
EKN05_021455	EKN05_021455	arsenite/antimonite:H(+) antiporter ArsB	EKN05_021455 arsenite/antimonite:H(+) antiporter ArsB
EKN05_021470	EKN05_021470	glutathione-disulfide reductase	EKN05_021470 glutathione-disulfide reductase
EKN05_021475	EKN05_021475	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	EKN05_021475 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
EKN05_021555	EKN05_021555	IS3-like element IS2 family transposase	EKN05_021555 IS3-like element IS2 family transposase
EKN05_021560	EKN05_021560	fimbrial biogenesis outer membrane usher protein	EKN05_021560 fimbrial biogenesis outer membrane usher protein
EKN05_021565	EKN05_021565	hypothetical protein	EKN05_021565 hypothetical protein
EKN05_021585	EKN05_021585	DUF2776 family protein	EKN05_021585 DUF2776 family protein
EKN05_021590	EKN05_021590	DUF4049 domain-containing protein	EKN05_021590 DUF4049 domain-containing protein
EKN05_021600	EKN05_021600	HlyD family secretion protein	EKN05_021600 HlyD family secretion protein
EKN05_021605	EKN05_021605	ribosome-associated ATPase	EKN05_021605 ribosome-associated ATPase
EKN05_021610	EKN05_021610	ABC-2 transporter permease	EKN05_021610 ABC-2 transporter permease
EKN05_021615	EKN05_021615	type II toxin-antitoxin system HicA family toxin	EKN05_021615 type II toxin-antitoxin system HicA family toxin
EKN05_021620	EKN05_021620	type II toxin-antitoxin system HicB family antitoxin	EKN05_021620 type II toxin-antitoxin system HicB family antitoxin
EKN05_021625	EKN05_021625	nickel-responsive transcriptional regulator NikR	EKN05_021625 nickel-responsive transcriptional regulator NikR
EKN05_021635	EKN05_021635	nickel import ATP-binding protein NikD	EKN05_021635 nickel import ATP-binding protein NikD
EKN05_021640	EKN05_021640	nickel ABC transporter permease subunit NikC	EKN05_021640 nickel ABC transporter permease subunit NikC
EKN05_021645	EKN05_021645	nickel ABC transporter permease subunit NikB	EKN05_021645 nickel ABC transporter permease subunit NikB
EKN05_021650	EKN05_021650	nickel ABC transporter, nickel/metallophore periplasmic binding protein	EKN05_021650 nickel ABC transporter, nickel/metallophore periplasmic binding protein
EKN05_021655	EKN05_021655	4'-phosphopantetheinyl transferase AcpT	EKN05_021655 4'-phosphopantetheinyl transferase AcpT
EKN05_021660	EKN05_021660	AI-2E family transporter	EKN05_021660 AI-2E family transporter
EKN05_021665	EKN05_021665	MFS transporter	EKN05_021665 MFS transporter
EKN05_021670	EKN05_021670	phage sensitivity protein DcrB	EKN05_021670 phage sensitivity protein DcrB
EKN05_021675	EKN05_021675	7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter	EKN05_021675 7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter
EKN05_021685	EKN05_021685	Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA	EKN05_021685 Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA
EKN05_021690	EKN05_021690	lysoplasmalogenase	EKN05_021690 lysoplasmalogenase
EKN05_021700	EKN05_021700	DUF1145 family protein	EKN05_021700 DUF1145 family protein
EKN05_021730	EKN05_021730	branched-chain amino acid ABC transporter substrate-binding protein	EKN05_021730 branched-chain amino acid ABC transporter substrate-binding protein
EKN05_021735	EKN05_021735	aspartate 1-decarboxylase autocleavage activator PanM	EKN05_021735 aspartate 1-decarboxylase autocleavage activator PanM
EKN05_021740	EKN05_021740	high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK	EKN05_021740 high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK
EKN05_021745	EKN05_021745	high-affinity branched-chain amino acid ABC transporter permease LivH	EKN05_021745 high-affinity branched-chain amino acid ABC transporter permease LivH
EKN05_021750	EKN05_021750	high-affinity branched-chain amino acid ABC transporter permease LivM	EKN05_021750 high-affinity branched-chain amino acid ABC transporter permease LivM
EKN05_021755	EKN05_021755	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	EKN05_021755 high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG
EKN05_021775	EKN05_021775	sn-glycerol-3-phosphate ABC transporter permease UgpE	EKN05_021775 sn-glycerol-3-phosphate ABC transporter permease UgpE
EKN05_021780	EKN05_021780	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	EKN05_021780 sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
EKN05_021785	EKN05_021785	glycerophosphodiester phosphodiesterase	EKN05_021785 glycerophosphodiester phosphodiesterase
EKN05_021790	EKN05_021790	DUF2756 family protein	EKN05_021790 DUF2756 family protein
EKN05_021875	EKN05_021875	glycerol-3-phosphate dehydrogenase	EKN05_021875 glycerol-3-phosphate dehydrogenase
EKN05_021885	EKN05_021885	rhomboid family intramembrane serine protease GlpG	EKN05_021885 rhomboid family intramembrane serine protease GlpG
EKN05_021890	EKN05_021890	DeoR/GlpR family transcriptional regulator	EKN05_021890 DeoR/GlpR family transcriptional regulator
EKN05_021895	EKN05_021895	sigma 54-dependent transcriptional regulator	EKN05_021895 sigma 54-dependent transcriptional regulator
EKN05_021900	EKN05_021900	RtcB family protein	EKN05_021900 RtcB family protein
EKN05_021905	EKN05_021905	RNA 3'-terminal phosphate cyclase	EKN05_021905 RNA 3'-terminal phosphate cyclase
EKN05_021910	EKN05_021910	HTH-type transcriptional regulator MalT	EKN05_021910 HTH-type transcriptional regulator MalT
EKN05_021915	EKN05_021915	maltodextrin phosphorylase	EKN05_021915 maltodextrin phosphorylase
EKN05_021920	EKN05_021920	4-alpha-glucanotransferase	EKN05_021920 4-alpha-glucanotransferase
EKN05_021925	EKN05_021925	gluconate transporter	EKN05_021925 gluconate transporter
EKN05_021935	EKN05_021935	DNA utilization protein GntX	EKN05_021935 DNA utilization protein GntX
EKN05_021940	EKN05_021940	pimeloyl-ACP methyl ester esterase BioH	EKN05_021940 pimeloyl-ACP methyl ester esterase BioH
EKN05_021950	EKN05_021950	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	EKN05_021950 AbrB/MazE/SpoVT family DNA-binding domain-containing protein
EKN05_022020	EKN05_022020	GMP/IMP nucleotidase	EKN05_022020 GMP/IMP nucleotidase
EKN05_022035	EKN05_022035	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	EKN05_022035 peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
EKN05_022040	EKN05_022040	DNA utilization protein HofM	EKN05_022040 DNA utilization protein HofM
EKN05_022045	EKN05_022045	DNA utilization protein HofN	EKN05_022045 DNA utilization protein HofN
EKN05_022050	EKN05_022050	DNA utilization protein HofO	EKN05_022050 DNA utilization protein HofO
EKN05_022055	EKN05_022055	DNA utilization protein HofP	EKN05_022055 DNA utilization protein HofP
EKN05_022060	EKN05_022060	DNA transporter HofQ	EKN05_022060 DNA transporter HofQ
EKN05_022070	EKN05_022070	3-dehydroquinate synthase	EKN05_022070 3-dehydroquinate synthase
EKN05_022075	EKN05_022075	cell division protein DamX	EKN05_022075 cell division protein DamX
EKN05_022080	EKN05_022080	adenine-specific DNA-methyltransferase	EKN05_022080 adenine-specific DNA-methyltransferase
EKN05_022090	EKN05_022090	phosphoglycolate phosphatase	EKN05_022090 phosphoglycolate phosphatase
EKN05_022100	EKN05_022100	hypothetical protein	EKN05_022100 hypothetical protein
EKN05_022715	EKN05_022715	metalloprotease TldD	EKN05_022715 metalloprotease TldD
EKN05_022720	EKN05_022720	HTH-type transcriptional activator AaeR	EKN05_022720 HTH-type transcriptional activator AaeR
EKN05_022725	EKN05_022725	DUF1656 domain-containing protein	EKN05_022725 DUF1656 domain-containing protein
EKN05_022730	EKN05_022730	p-hydroxybenzoic acid efflux pump subunit AaeA	EKN05_022730 p-hydroxybenzoic acid efflux pump subunit AaeA
